Grant Years,State Programs,Batch Year,County Number,County Name,Total Students Awarded,Total Dollars Awarded,State Name,GNIS Number,GEO Coordinates,Grant Year End Date
2019-20,Iowa Tuition Grant For-Profit,20,9,Bremer,4,3420,Iowa,465198,POINT (-92.31805480000001 42.7745873),2020
2019-20,National Guard Educational Assistance,20,91,Warren,10,55605,Iowa,465279,POINT (-93.5613594 41.3343735),2020
2019-20,Kibbie Grant,20,74,Palo Alto,17,15703,Iowa,465262,POINT (-94.6781371 43.0820643),2020
2019-20,Educational Training Voucher,20,49,Jackson,1,2500,Iowa,465237,POINT (-90.5742294 42.1717426),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,2,Adams,0,0,Iowa,465191,POINT (-94.6991849 41.02898390000001),2020
2019-20,Iowa Tuition Grant For-Profit,20,94,Webster,5,5287,Iowa,465282,POINT (-94.18178810000002 42.4279662),2020
2019-20,Futue Ready Grant,20,83,Shelby,0,0,Iowa,465271,POINT (-95.31021130000002 41.6850926),2020
2019-20,All Iowa Opportunity Scholarship,20,62,Mahaska,13,52040,Iowa,465250,POINT (-92.6409094 41.3352035),2020
2019-20,Iowa Tuition Grant For-Profit,20,41,Hancock,3,7500,Iowa,465229,POINT (-93.7342723 43.0818861),2020
2019-20,Last Dollar Scholarship,20,86,Tama,50,133131,Iowa,465274,POINT (-92.5325425 42.07981170000001),2020
2019-20,Iowa Tuition Grant For-Profit,20,99,Wright,4,8750,Iowa,465287,POINT (-93.7351465 42.7331189),2020
2019-20,Kibbie Grant,20,42,Hardin,28,33269,Iowa,465230,POINT (-93.2404025 42.3838803),2020
2019-20,Futue Ready Grant,20,24,Crawford,0,0,Iowa,465212,POINT (-95.3819678 42.0372125),2020
2019-20,Futue Ready Grant,20,96,Winneshiek,0,0,Iowa,465284,POINT (-91.8437074 43.2906746),2020
2019-20,National Guard Educational Assistance,20,66,Mitchell,4,22181,Iowa,465254,POINT (-92.7890315 43.3564124),2020
2019-20,Last Dollar Scholarship,20,75,Plymouth,70,210077,Iowa,465263,POINT (-96.2140431 42.7378346),2020
2019-20,Vocational Technical Tuition Grant,20,83,Shelby,13,7692,Iowa,465271,POINT (-95.31021130000002 41.6850926),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,58,Louisa,1,2000,Iowa,465246,POINT (-91.2596184 41.2185073),2020
2019-20,Educational Training Voucher,20,34,Floyd,0,0,Iowa,465222,POINT (-92.78900330000002 43.0599208),2020
2019-20,Kibbie Grant,20,82,Scott,187,177080,Iowa,465270,POINT (-90.6232428 41.6370978),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,1,Adair,0,0,Iowa,465190,POINT (-94.4709413 41.3307464),2020
2019-20,All Iowa Opportunity Scholarship,20,90,Wapello,40,163082,Iowa,465278,POINT (-92.4094499 41.03058450000001),2020
2019-20,Educational Training Voucher,20,35,Franklin,0,0,Iowa,465223,POINT (-93.262473 42.7325458),2020
2019-20,Iowa Tuition Grant For-Profit,20,67,Monona,0,0,Iowa,465255,POINT (-95.9599235 42.0516663),2020
2019-20,Vocational Technical Tuition Grant,20,9,Bremer,19,13550,Iowa,465198,POINT (-92.31805480000001 42.7745873),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,16,Cedar,0,0,Iowa,465205,POINT (-91.1324125 41.7723207),2020
2019-20,National Guard Educational Assistance,20,98,Worth,0,0,Iowa,465286,POINT (-93.2608476 43.3773984),2020
2019-20,Educational Training Voucher,20,18,Cherokee,0,0,Iowa,465207,POINT (-95.6238055 42.7356226),2020
2019-20,Futue Ready Grant,20,46,Humboldt,0,0,Iowa,465234,POINT (-94.2071868 42.7764686),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,33,Fayette,0,0,Iowa,465221,POINT (-91.8443207 42.8625919),2020
2019-20,All Iowa Opportunity Scholarship,20,2,Adams,2,9288,Iowa,465191,POINT (-94.6991849 41.02898390000001),2020
2019-20,Futue Ready Grant,20,68,Monroe,0,0,Iowa,465256,POINT (-92.8689877 41.0297826),2020
2019-20,Last Dollar Scholarship,20,58,Louisa,41,110890,Iowa,465246,POINT (-91.2596184 41.2185073),2020
2019-20,Iowa Tuition Grant,20,13,Calhoun,22,107238,Iowa,465202,POINT (-94.6404136 42.385184800000005),2020
2019-20,Iowa Tuition Grant,20,33,Fayette,77,409729,Iowa,465221,POINT (-91.8443207 42.8625919),2020
2019-20,GEAR UP Iowa Scholarship,20,16,Cedar,0,0,Iowa,465205,POINT (-91.1324125 41.7723207),2020
2019-20,All Iowa Opportunity Scholarship,20,75,Plymouth,2,7547,Iowa,465263,POINT (-96.2140431 42.7378346),2020
2019-20,Futue Ready Grant,20,9,Bremer,1,2624,Iowa,465198,POINT (-92.31805480000001 42.7745873),2020
2019-20,GEAR UP Iowa Scholarship,20,11,Buena Vista,0,0,Iowa,465200,POINT (-95.15114900000002 42.7354936),2020
2019-20,Futue Ready Grant,20,95,Winnebago,0,0,Iowa,465283,POINT (-93.7341955 43.37756780000001),2020
2019-20,Futue Ready Grant,20,36,Fremont,0,0,Iowa,465224,POINT (-95.6046765 40.7455892),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,57,Linn,0,0,Iowa,465245,POINT (-91.5989646 42.0789478),2020
2019-20,All Iowa Opportunity Scholarship,20,7,Black Hawk,101,390052,Iowa,465196,POINT (-92.3088197 42.4700957),2020
2019-20,National Guard Educational Assistance,20,30,Dickinson,3,13344,Iowa,465218,POINT (-95.1508301 43.3779848),2020
2019-20,Futue Ready Grant,20,51,Jefferson,0,0,Iowa,465239,POINT (-91.9488774 41.0317596),2020
2019-20,All Iowa Opportunity Scholarship,20,61,Madison,1,4644,Iowa,465249,POINT (-94.01556190000001 41.33071420000001),2020
2019-20,GEAR UP Iowa Scholarship,20,84,Sioux,0,0,Iowa,465272,POINT (-96.1778827 43.0826174),2020
2019-20,Educational Training Voucher,20,19,Chickasaw,0,0,Iowa,465208,POINT (-92.3176637 43.06004140000001),2020
2019-20,Iowa Tuition Grant,20,18,Cherokee,40,195068,Iowa,465207,POINT (-95.6238055 42.7356226),2020
2019-20,National Guard Educational Assistance,20,52,Johnson,50,260698,Iowa,465240,POINT (-91.5880849 41.6715511),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,44,Henry,0,0,Iowa,465232,POINT (-91.5445241 40.9879383),2020
2019-20,Iowa Tuition Grant For-Profit,20,85,Story,3,3325,Iowa,465273,POINT (-93.4650448 42.0362415),2020
2019-20,Futue Ready Grant,20,73,Page,0,0,Iowa,465261,POINT (-95.1501747 40.7391444),2020
2019-20,Iowa Tuition Grant,20,35,Franklin,37,189126,Iowa,465223,POINT (-93.262473 42.7325458),2020
2019-20,Iowa Tuition Grant For-Profit,20,68,Monroe,1,2500,Iowa,465256,POINT (-92.8689877 41.0297826),2020
2019-20,Iowa Tuition Grant,20,52,Johnson,228,1173014,Iowa,465240,POINT (-91.5880849 41.6715511),2020
2019-20,Last Dollar Scholarship,20,2,Adams,6,17420,Iowa,465191,POINT (-94.6991849 41.02898390000001),2020
2019-20,National Guard Educational Assistance,20,35,Franklin,2,16146,Iowa,465223,POINT (-93.262473 42.7325458),2020
2019-20,All Iowa Opportunity Scholarship,20,86,Tama,18,79861,Iowa,465274,POINT (-92.5325425 42.07981170000001),2020
2019-20,Futue Ready Grant,20,4,Appanoose,0,0,Iowa,465193,POINT (-92.8686104 40.7431635),2020
2019-20,Kibbie Grant,20,69,Montgomery,17,22160,Iowa,465257,POINT (-95.1563758 41.03014),2020
2019-20,Last Dollar Scholarship,20,19,Chickasaw,41,121427,Iowa,465208,POINT (-92.3176637 43.06004140000001),2020
2019-20,GEAR UP Iowa Scholarship,20,85,Story,0,0,Iowa,465273,POINT (-93.4650448 42.0362415),2020
2019-20,Futue Ready Grant,20,23,Clinton,0,0,Iowa,465211,POINT (-90.5319724 41.8980358),2020
2019-20,GEAR UP Iowa Scholarship,20,70,Muscatine,1,300,Iowa,465258,POINT (-91.1127562 41.4839221),2020
2019-20,Iowa Tuition Grant,20,40,Hamilton,32,145550,Iowa,465228,POINT (-93.7068085 42.3837722),2020
2019-20,Educational Training Voucher,20,4,Appanoose,1,5000,Iowa,465193,POINT (-92.8686104 40.7431635),2020
2019-20,Vocational Technical Tuition Grant,20,78,Pottawattamie,51,32226,Iowa,465266,POINT (-95.5423935 41.3366123),2020
2019-20,Kibbie Grant,20,22,Clayton,35,38080,Iowa,465210,POINT (-91.34143280000002 42.8447493),2020
2019-20,Vocational Technical Tuition Grant,20,58,Louisa,18,10740,Iowa,465246,POINT (-91.2596184 41.2185073),2020
2019-20,Last Dollar Scholarship,20,7,Black Hawk,297,765889,Iowa,465196,POINT (-92.3088197 42.4700957),2020
2019-20,Vocational Technical Tuition Grant,20,68,Monroe,10,6337,Iowa,465256,POINT (-92.8689877 41.0297826),2020
2019-20,GEAR UP Iowa Scholarship,20,38,Grundy,1,1200,Iowa,465226,POINT (-92.7914177 42.4018651),2020
2019-20,National Guard Educational Assistance,20,20,Clarke,1,8073,Iowa,465209,POINT (-93.78515790000002 41.0290323),2020
2019-20,National Guard Educational Assistance,20,67,Monona,2,8357,Iowa,465255,POINT (-95.9599235 42.0516663),2020
2019-20,National Guard Educational Assistance,20,4,Appanoose,2,15330,Iowa,465193,POINT (-92.8686104 40.7431635),2020
2019-20,Kibbie Grant,20,54,Keokuk,20,21569,Iowa,465242,POINT (-92.1786426 41.336465),2020
2019-20,Last Dollar Scholarship,20,34,Floyd,46,97147,Iowa,465222,POINT (-92.78900330000002 43.0599208),2020
2019-20,Vocational Technical Tuition Grant,20,32,Emmet,8,5128,Iowa,465220,POINT (-94.6784803 43.37802250000001),2020
2019-20,Kibbie Grant,20,86,Tama,34,34075,Iowa,465274,POINT (-92.5325425 42.07981170000001),2020
2019-20,Vocational Technical Tuition Grant,20,53,Jones,22,15097,Iowa,465241,POINT (-91.1314352 42.1212397),2020
2019-20,National Guard Educational Assistance,20,62,Mahaska,5,25759,Iowa,465250,POINT (-92.6409094 41.3352035),2020
2019-20,GEAR UP Iowa Scholarship,20,6,Benton,0,0,Iowa,465195,POINT (-92.0656912 42.0801864),2020
2019-20,Futue Ready Grant,20,63,Marion,0,0,Iowa,465251,POINT (-93.0994367 41.3344515),2020
2019-20,Last Dollar Scholarship,20,71,Obrien,42,85924,Iowa,465259,POINT (-95.6248784 43.0837527),2020
2019-20,GEAR UP Iowa Scholarship,20,53,Jones,0,0,Iowa,465241,POINT (-91.1314352 42.1212397),2020
2019-20,All Iowa Opportunity Scholarship,20,29,Des Moines,19,81415,Iowa,465217,POINT (-91.1814707 40.9231829),2020
2019-20,All Iowa Opportunity Scholarship,20,39,Guthrie,0,0,Iowa,465227,POINT (-94.501055 41.6837548),2020
2019-20,Iowa Tuition Grant For-Profit,20,5,Audubon,1,600,Iowa,465194,POINT (-94.9058222 41.6845893),2020
2019-20,Educational Training Voucher,20,62,Mahaska,1,4583,Iowa,465250,POINT (-92.6409094 41.3352035),2020
2019-20,Last Dollar Scholarship,20,29,Des Moines,113,233725,Iowa,465217,POINT (-91.1814707 40.9231829),2020
2019-20,Iowa Tuition Grant,20,67,Monona,23,118891,Iowa,465255,POINT (-95.9599235 42.0516663),2020
2019-20,GEAR UP Iowa Scholarship,20,96,Winneshiek,0,0,Iowa,465284,POINT (-91.8437074 43.2906746),2020
2019-20,GEAR UP Iowa Scholarship,20,1,Adair,0,0,Iowa,465190,POINT (-94.4709413 41.3307464),2020
2019-20,All Iowa Opportunity Scholarship,20,71,Obrien,1,4063,Iowa,465259,POINT (-95.6248784 43.0837527),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,29,Des Moines,0,0,Iowa,465217,POINT (-91.1814707 40.9231829),2020
2019-20,Educational Training Voucher,20,94,Webster,5,16113,Iowa,465282,POINT (-94.18178810000002 42.4279662),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,12,Butler,0,0,Iowa,465201,POINT (-92.7901934 42.7315661),2020
2019-20,Kibbie Grant,20,1,Adair,7,5626,Iowa,465190,POINT (-94.4709413 41.3307464),2020
2019-20,Iowa Tuition Grant For-Profit,20,37,Greene,1,2500,Iowa,465225,POINT (-94.3968356 42.0362394),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,34,Floyd,0,0,Iowa,465222,POINT (-92.78900330000002 43.0599208),2020
2019-20,Futue Ready Grant,20,78,Pottawattamie,0,0,Iowa,465266,POINT (-95.5423935 41.3366123),2020
2019-20,Kibbie Grant,20,96,Winneshiek,33,43207,Iowa,465284,POINT (-91.8437074 43.2906746),2020
2019-20,All Iowa Opportunity Scholarship,20,22,Clayton,2,7810,Iowa,465210,POINT (-91.34143280000002 42.8447493),2020
2019-20,Educational Training Voucher,20,39,Guthrie,0,0,Iowa,465227,POINT (-94.501055 41.6837548),2020
2019-20,Educational Training Voucher,20,67,Monona,1,5000,Iowa,465255,POINT (-95.9599235 42.0516663),2020
2019-20,Last Dollar Scholarship,20,24,Crawford,47,104226,Iowa,465212,POINT (-95.3819678 42.0372125),2020
2019-20,Kibbie Grant,20,37,Greene,15,15442,Iowa,465225,POINT (-94.3968356 42.0362394),2020
2019-20,All Iowa Opportunity Scholarship,20,34,Floyd,2,9288,Iowa,465222,POINT (-92.78900330000002 43.0599208),2020
2019-20,All Iowa Opportunity Scholarship,20,93,Wayne,3,10449,Iowa,465281,POINT (-93.3273639 40.73947020000001),2020
2019-20,National Guard Educational Assistance,20,26,Davis,0,0,Iowa,465214,POINT (-92.4097173 40.7476891),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,72,Osceola,0,0,Iowa,465260,POINT (-95.6236852 43.3785704),2020
2019-20,Futue Ready Grant,20,32,Emmet,0,0,Iowa,465220,POINT (-94.6784803 43.37802250000001),2020
2019-20,Last Dollar Scholarship,20,56,Lee,79,133159,Iowa,465244,POINT (-91.479264 40.6419764),2020
2019-20,Iowa Tuition Grant,20,72,Osceola,15,86397,Iowa,465260,POINT (-95.6236852 43.3785704),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,89,Van Buren,0,0,Iowa,465277,POINT (-91.9499871 40.7532294),2020
2019-20,Vocational Technical Tuition Grant,20,43,Harrison,13,7850,Iowa,465231,POINT (-95.8169209 41.6828528),2020
2019-20,Futue Ready Grant,20,55,Kossuth,0,0,Iowa,465243,POINT (-94.2067199 43.20413),2020
2019-20,Educational Training Voucher,20,99,Wright,2,9026,Iowa,465287,POINT (-93.7351465 42.7331189),2020
2019-20,GEAR UP Iowa Scholarship,20,65,Mills,0,0,Iowa,465253,POINT (-95.62132670000001 41.0334523),2020
2019-20,All Iowa Opportunity Scholarship,20,66,Mitchell,0,0,Iowa,465254,POINT (-92.7890315 43.3564124),2020
2019-20,Iowa Tuition Grant For-Profit,20,32,Emmet,1,2500,Iowa,465220,POINT (-94.6784803 43.37802250000001),2020
2019-20,Last Dollar Scholarship,20,88,Union,47,86927,Iowa,465276,POINT (-94.2423792 41.0277304),2020
2019-20,Last Dollar Scholarship,20,61,Madison,40,131093,Iowa,465249,POINT (-94.01556190000001 41.33071420000001),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,40,Hamilton,0,0,Iowa,465228,POINT (-93.7068085 42.3837722),2020
2019-20,All Iowa Opportunity Scholarship,20,98,Worth,1,2322,Iowa,465286,POINT (-93.2608476 43.3773984),2020
2019-20,GEAR UP Iowa Scholarship,20,33,Fayette,0,0,Iowa,465221,POINT (-91.8443207 42.8625919),2020
2019-20,Iowa Tuition Grant For-Profit,20,72,Osceola,0,0,Iowa,465260,POINT (-95.6236852 43.3785704),2020
2019-20,Iowa Tuition Grant,20,89,Van Buren,21,89637,Iowa,465277,POINT (-91.9499871 40.7532294),2020
2019-20,Iowa Tuition Grant,20,28,Delaware,68,362587,Iowa,465216,POINT (-91.3673502 42.471211),2020
2019-20,Last Dollar Scholarship,20,39,Guthrie,20,40844,Iowa,465227,POINT (-94.501055 41.6837548),2020
2019-20,Last Dollar Scholarship,20,98,Worth,24,58650,Iowa,465286,POINT (-93.2608476 43.3773984),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,66,Mitchell,0,0,Iowa,465254,POINT (-92.7890315 43.3564124),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,98,Worth,0,0,Iowa,465286,POINT (-93.2608476 43.3773984),2020
2019-20,Vocational Technical Tuition Grant,20,38,Grundy,6,4837,Iowa,465226,POINT (-92.7914177 42.4018651),2020
2019-20,Kibbie Grant,20,65,Mills,18,17171,Iowa,465253,POINT (-95.62132670000001 41.0334523),2020
2019-20,Iowa Tuition Grant For-Profit,20,89,Van Buren,0,0,Iowa,465277,POINT (-91.9499871 40.7532294),2020
2019-20,Iowa Tuition Grant,20,57,Linn,720,3573534,Iowa,465245,POINT (-91.5989646 42.0789478),2020
2019-20,Kibbie Grant,20,18,Cherokee,23,26968,Iowa,465207,POINT (-95.6238055 42.7356226),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,61,Madison,0,0,Iowa,465249,POINT (-94.01556190000001 41.33071420000001),2020
2019-20,Last Dollar Scholarship,20,51,Jefferson,23,56542,Iowa,465239,POINT (-91.9488774 41.0317596),2020
2019-20,GEAR UP Iowa Scholarship,20,28,Delaware,0,0,Iowa,465216,POINT (-91.3673502 42.471211),2020
2019-20,National Guard Educational Assistance,20,84,Sioux,14,91364,Iowa,465272,POINT (-96.1778827 43.0826174),2020
2019-20,Vocational Technical Tuition Grant,20,23,Clinton,23,15004,Iowa,465211,POINT (-90.5319724 41.8980358),2020
2019-20,Futue Ready Grant,20,88,Union,0,0,Iowa,465276,POINT (-94.2423792 41.0277304),2020
2019-20,Futue Ready Grant,20,27,Decatur,0,0,Iowa,465215,POINT (-93.7862815 40.7376827),2020
2019-20,Iowa Tuition Grant,20,25,Dallas,270,1303749,Iowa,465213,POINT (-94.0397374 41.6848862),2020
2019-20,Kibbie Grant,20,50,Jasper,39,36122,Iowa,465238,POINT (-93.053765 41.6860394),2020
2019-20,Iowa Tuition Grant,20,84,Sioux,258,1421262,Iowa,465272,POINT (-96.1778827 43.0826174),2020
2019-20,Kibbie Grant,20,5,Audubon,10,13817,Iowa,465194,POINT (-94.9058222 41.6845893),2020
2019-20,Last Dollar Scholarship,20,83,Shelby,31,77915,Iowa,465271,POINT (-95.31021130000002 41.6850926),2020
2019-20,GEAR UP Iowa Scholarship,20,21,Clay,0,0,Iowa,465625,POINT (-95.1509194 43.0825804),2020
2019-20,Iowa Tuition Grant For-Profit,20,57,Linn,50,24646,Iowa,465245,POINT (-91.5989646 42.0789478),2020
2019-20,National Guard Educational Assistance,20,58,Louisa,2,5376,Iowa,465246,POINT (-91.2596184 41.2185073),2020
2019-20,Vocational Technical Tuition Grant,20,28,Delaware,19,14217,Iowa,465216,POINT (-91.3673502 42.471211),2020
2019-20,Educational Training Voucher,20,58,Louisa,0,0,Iowa,465246,POINT (-91.2596184 41.2185073),2020
2019-20,Iowa Tuition Grant For-Profit,20,22,Clayton,1,320,Iowa,465210,POINT (-91.34143280000002 42.8447493),2020
2019-20,Vocational Technical Tuition Grant,20,75,Plymouth,19,13068,Iowa,465263,POINT (-96.2140431 42.7378346),2020
2019-20,Kibbie Grant,20,33,Fayette,50,62561,Iowa,465221,POINT (-91.8443207 42.8625919),2020
2019-20,National Guard Educational Assistance,20,90,Wapello,4,16070,Iowa,465278,POINT (-92.4094499 41.03058450000001),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,8,Boone,0,0,Iowa,465197,POINT (-93.931671 42.0365493),2020
2019-20,All Iowa Opportunity Scholarship,20,10,Buchanan,21,82727,Iowa,465199,POINT (-91.8378392 42.4707777),2020
2019-20,Educational Training Voucher,20,90,Wapello,3,11667,Iowa,465278,POINT (-92.4094499 41.03058450000001),2020
2019-20,Vocational Technical Tuition Grant,20,17,Cerro Gordo,39,26914,Iowa,465206,POINT (-93.2608184 43.081557700000005),2020
2019-20,GEAR UP Iowa Scholarship,20,92,Washington,0,0,Iowa,465280,POINT (-91.7178676 41.335591),2020
2019-20,All Iowa Opportunity Scholarship,20,54,Keokuk,4,18576,Iowa,465242,POINT (-92.1786426 41.336465),2020
2019-20,GEAR UP Iowa Scholarship,20,60,Lyon,0,0,Iowa,465248,POINT (-96.2102924 43.380497),2020
2019-20,Educational Training Voucher,20,71,Obrien,1,4375,Iowa,465259,POINT (-95.6248784 43.0837527),2020
2019-20,Iowa Tuition Grant,20,99,Wright,28,139206,Iowa,465287,POINT (-93.7351465 42.7331189),2020
2019-20,Educational Training Voucher,20,43,Harrison,1,5000,Iowa,465231,POINT (-95.8169209 41.6828528),2020
2019-20,Last Dollar Scholarship,20,78,Pottawattamie,168,340716,Iowa,465266,POINT (-95.5423935 41.3366123),2020
2019-20,Iowa Tuition Grant For-Profit,20,17,Cerro Gordo,32,35671,Iowa,465206,POINT (-93.2608184 43.081557700000005),2020
2019-20,Kibbie Grant,20,91,Warren,47,49625,Iowa,465279,POINT (-93.5613594 41.3343735),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,25,Dallas,0,0,Iowa,465213,POINT (-94.0397374 41.6848862),2020
2019-20,Iowa Tuition Grant,20,5,Audubon,21,121749,Iowa,465194,POINT (-94.9058222 41.6845893),2020
2019-20,National Guard Educational Assistance,20,99,Wright,7,40620,Iowa,465287,POINT (-93.7351465 42.7331189),2020
2019-20,Last Dollar Scholarship,20,66,Mitchell,37,104693,Iowa,465254,POINT (-92.7890315 43.3564124),2020
2019-20,Educational Training Voucher,20,11,Buena Vista,3,9376,Iowa,465200,POINT (-95.15114900000002 42.7354936),2020
2019-20,GEAR UP Iowa Scholarship,20,32,Emmet,0,0,Iowa,465220,POINT (-94.6784803 43.37802250000001),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,76,Pocahontas,0,0,Iowa,465264,POINT (-94.67874660000001 42.73413510000001),2020
2019-20,Futue Ready Grant,20,59,Lucas,0,0,Iowa,465247,POINT (-93.3277207 41.0293738),2020
2019-20,Last Dollar Scholarship,20,93,Wayne,6,9754,Iowa,465281,POINT (-93.3273639 40.73947020000001),2020
2019-20,Vocational Technical Tuition Grant,20,39,Guthrie,15,8750,Iowa,465227,POINT (-94.501055 41.6837548),2020
2019-20,Governor Terry E. Branstad Iowa State Fair Scholarship,20,93,Wayne,0,0,Iowa,465281,POINT (-93.3273639 40.73947020000001),2020
2019-20,Educational Training Voucher,20,26,Davis,0,0,Iowa,465214,POINT (-92.4097173 40.7476891),2020
2019-20,Futue Ready Grant,20,28,Delaware,0,0,Iowa,465216,POINT (-91.3673502 42.471211),2020
2019-20,GEAR UP Iowa Scholarship,20,43,Harrison,0,0,Iowa,465231,POINT (-95.8169209 41.6828528),2020
2019-20,National Guard Educational Assistance,20,43,Harrison,1,4021,Iowa,465231,POINT (-95.8169209 41.6828528),2020
2019-20,All Iowa Opportunity Scholarship,20,78,Pottawattamie,12,51665,Iowa,465266,POINT (-95.5423935 41.3366123),2020
2019-20,Iowa Tuition Grant,20,60,Lyon,41,234000,Iowa,465248,POINT (-96.2102924 43.380497),2020
2019-20,Kibbie Grant,20,61,Madison,14,15807,Iowa,465249,POINT (-94.01556190000001 41.33071420000001),2020
2019-20,Educational Training Voucher,20,95,Winnebago,1,3976,Iowa,465283,POINT (-93.7341955 43.37756780000001),2020
2019-20,Iowa Tuition Grant,20,43,Harrison,24,116212,Iowa,465231,POINT (-95.8169209 41.6828528),2020
2019-20,Iowa Tuition Grant For-Profit,20,76,Pocahontas,3,5200,Iowa,465264,POINT (-94.67874660000001 42.73413510000001),2020
2019-20,National Guard Educational Assistance,20,11,Buena Vista,3,20136,Iowa,465200,POINT (-95.15114900000002 42.7354936),2020
2019-20,Iowa Tuition Grant For-Profit,20,93,Wayne,0,0,Iowa,465281,POINT (-93.3273639 40.73947020000001),2020
